ElectricalConductivity_composition_average,valence_composition_average,ICSDVolume_composition_average,HeatCapacityMass_arithmetic_average,SpaceGroupNumber_composition_average,BCCvolume_pa_composition_average,IsAlkalineEarth_composition_average,ICSDVolume_difference,AtomicVolume_composition_average,BCCenergy_pa_composition_average,BCCefflatcnt_composition_average,BCCvolume_padiff_composition_average,ThirdIonizationEnergy_arithmetic_average,HeatFusion_composition_average,GSenergy_pa_composition_average,IonizationEnergy_composition_average,AtomicWeight_arithmetic_average,IsHexagonal_composition_average,NUnfilled_composition_average,AtomicRadii_composition_average,BCCmagmom_composition_average,GSmagmom_composition_average,IsBCC_composition_average,HHIr_composition_average,ThermalConductivity_composition_average
4.83,2.74,21.634,0.4508,91.94,15.206000000000005,0.1,44.3,11166.603870944995,-3.5723620757999996,5.8097474433,-1.1626,37.887600000000006,4.4906000000000015,-4.9665981569,1048.894,74.67407999999998,0.0,2.68,1.0828799999999998,0.33770604800000004,0.33770604800000004,0.16,1194.0,30.71544
2.156,2.92,20.608,0.4624,92.34,14.418000000000005,0.02,45.2,11165.575833244693,-4.192313523,5.76755690074,-0.99175,36.7676,5.5262,-5.596645196900001,1028.4260000000002,70.64287399999998,0.18,3.94,1.0686,0.0014362620000000002,0.011907894000000002,0.18,1686.0,21.34104
2.29,2.8600000000000003,20.584000000000003,0.4624,92.26,14.4012,0.02,45.2,11165.552800184048,-4.1110001522,5.76465903306,-0.99115,36.7676,5.455800000000001,-5.5174573575,1030.104,70.64287399999998,0.18,3.86,1.06854,0.0027276060000000005,0.023815788000000004,0.16,1634.0,21.281040000000004
2.424,2.8,20.56,0.4624,92.18,14.3844,0.02,45.2,11165.529767123404,-4.0296867814000015,5.7617611653799985,-0.99055,36.7676,5.3854,-5.438269518099999,1031.782,70.64287399999998,0.18,3.78,1.06848,0.00401895,0.035723682,0.14,1582.0,21.22104
2.5580000000000003,2.74,20.535999999999998,0.4624,92.1,14.3676,0.02,45.2,11165.50673406276,-3.9483734106,5.7588632977,-0.98995,36.7676,5.315,-5.3590816787,1033.46,70.64287399999998,0.18,3.7,1.0684200000000001,0.005310294000000001,0.047631576000000016,0.12,1530.0,21.16104
2.6919999999999997,2.68,20.511999999999997,0.4624,92.02,14.3508,0.02,45.2,11165.483701002117,-3.8670600398,5.75596543002,-0.98935,36.7676,5.2446,-5.2798938393,1035.138,70.64287399999998,0.18,3.62,1.06836,0.006601638000000001,0.05953947,0.1,1478.0,21.101040000000005
2.826,2.62,20.488000000000003,0.4624,91.94,14.334000000000001,0.02,45.2,11165.460667941472,-3.785746669,5.75306756234,-0.98875,36.7676,5.1742,-5.2007059999,1036.816,70.64287399999998,0.18,3.54,1.0683,0.007892982000000002,0.071447364,0.08,1426.0,21.04104
2.8480000000000003,2.78,24.97,0.4168,97.14,18.5212,0.2,51.1,11170.071295302154,-3.4051826704000003,6.040462295179998,-1.2864,30.897,4.4686,-4.7884431606,1046.928,83.71028000000001,0.0,1.98,1.1301800000000002,0.37991930399999996,0.37991930399999996,0.28,1150.0,17.275440000000003
2.9339999999999997,2.79,24.785,0.4168,97.77,18.3576,0.2,51.1,11169.887154717411,-3.4491383627000003,6.02036159819,-1.2417,30.897,4.4087999999999985,-4.8301243808,1046.184,83.71028000000001,0.0,1.99,1.12669,0.401025932,0.401025932,0.29000000000000004,1130.0,17.834439999999994
5.0,2.640000000000001,24.604,0.4524,98.24,18.208,0.2,51.1,11169.705117211164,-3.3073901718000003,6.002652291,-1.1966,33.203,4.3406,-4.6876124194000015,1044.884,72.06747999999997,0.0,1.88,1.12468,0.33770604800000004,0.33770604800000004,0.26,1114.0,31.225440000000006
2.9280000000000004,2.78,24.728,0.4284,98.4,18.343,0.2,51.1,11169.827509492883,-3.529250798400001,6.02161985352,-1.197,30.845,4.6728,-4.9079623444,1043.5339999999999,77.93955600000001,0.0,2.06,1.1269600000000002,0.37991930399999996,0.37991930399999996,0.30000000000000004,1258.0,17.863440000000004
4.91,2.74,22.064,0.4506,94.74,15.595999999999998,0.1,44.3,11166.961253655574,-3.5946243978000005,5.8400801189,-1.13935,37.0378,4.2486,-4.9880148119,1048.404,72.383174,0.1,2.78,1.09038,0.33778655799999996,0.33770604800000004,0.16,1194.0,30.735440000000004
2.8280000000000003,2.8000000000000003,22.195999999999998,0.4420000000000001,94.44,16.111600000000006,0.08,52.0,11167.341549734669,-3.7484795484,5.86216795296,-0.9959,27.9858,4.3544,-5.146792946400001,1044.1,81.35405399999998,0.12,3.0,1.08924,0.34038534800000003,0.361521836,0.24,1140.0,19.712440000000004
4.88,2.74,21.744,0.4496,94.74,15.345999999999998,0.1,44.3,11166.62509453194,-3.5781131758000004,5.8208939196000005,-1.1806,37.6182,4.3426,-4.9714953274,1047.594,73.45047999999998,0.1,2.88,1.0847799999999999,0.33770604800000004,0.33770604800000004,0.16,1194.0,31.03544
4.869999999999999,2.74,21.774,0.4502,94.74,15.438,0.1,44.3,11166.73210661701,-3.5798919298000005,5.8280576521,-1.1751,37.527,4.3176000000000005,-4.9726431894,1046.894,72.78360999999998,0.1,2.9800000000000004,1.08548,0.33770604800000004,0.33770604800000004,0.16,1194.0,30.635440000000006
2.9560000000000004,2.8000000000000003,21.304,0.462,94.12,15.067600000000002,0.08,45.2,11166.294881216532,-3.7111539988,5.799908004,-1.1444,37.19499999999999,4.462,-5.109090306600001,1046.016,71.81308999999997,0.12,3.24,1.07776,0.34028873600000004,0.361521836,0.16,1196.0,18.402840000000005
3.574,2.46,21.984,0.4638,88.82000000000002,15.5268,0.1,44.9,11166.851523471094,-3.5948616906,5.828074250219999,-1.10765344828,36.975,4.6034,-5.0087959947136005,1047.076,71.279222,0.26,2.78,1.0907799999999999,0.30226937800000003,0.2477677968275862,0.04,1414.0,18.17624
4.002,2.42,21.964000000000002,0.4578,89.3,15.535600000000002,0.1,44.9,11166.834109891253,-3.5714646346000007,5.829604140780001,-1.10855,36.37179999999999,4.6394,-4.9793927591000005,1048.752,71.460613,0.26,2.74,1.09082,0.353952974,0.33218190400000003,0.04,1398.0,21.071440000000006
4.138,2.3,21.928,0.4568,89.14,15.5196,0.1,45.2,11166.800666670139,-3.4576108218000003,5.82680656306,-1.10815,37.2756,4.7862,-4.8698263675,1047.848,72.030293,0.26,2.66,1.09102,0.27210915,0.27157118,0.0,1402.0,21.49144
5.981999999999998,2.26,21.968000000000004,0.4450000000000001,89.14,15.549600000000002,0.1,44.9,11166.836212969743,-3.3857607514000003,5.831995530580001,-1.10815,37.6076,4.631,-4.7951995775,1048.1960000000001,73.000813,0.26,2.62,1.0923,0.269526462,0.247755392,0.0,1402.0,33.90344
1.921,2.79,20.346,0.4684,90.51,14.130400000000002,0.01,45.2,11165.31775285471,-3.834799603900001,5.73436721591,-0.9661836207,37.309,4.4232999999999985,-5.263826036184,1041.484,71.231263,0.19,3.61,1.06473,0.088466979,0.0595704820689655,0.1,1249.0,12.612739999999999
1.952,2.78,20.531999999999996,0.4684,90.82,14.2848,0.02,45.2,11165.495677701289,-3.8036203578,5.74464530952,-0.9851086207,37.309,4.435599999999999,-5.231378710334,1041.598,71.231263,0.18,3.52,1.06746,0.088458928,0.0595704820689655,0.1,1248.0,12.51304
1.983,2.77,20.718000000000004,0.4684,91.13,14.4392,0.03,45.2,11165.673602547862,-3.7724411117,5.754923403130001,-1.0040336207,37.309,4.447899999999999,-5.198931384484,1041.712,71.231263,0.16999999999999998,3.43,1.07019,0.088450877,0.0595704820689655,0.1,1247.0,12.41334
1.596,3.3200000000000003,21.072000000000006,0.4548,66.98,13.884,0.06,44.3,11166.004378955256,-3.8374705962,5.7073265409600005,-1.5675586206999998,37.6822,4.804639999999999,-5.241966136034,1067.442,84.676569,0.0,2.52,1.0531,0.29292357,0.2110972920689655,0.2,1640.0,10.276039999999998
5.1080000000000005,2.8000000000000003,20.700000000000006,0.5306000000000001,94.12,13.970000000000002,0.08,33.3,11165.57898218489,-3.7487785044,5.72818682664,-1.0719,38.1674,4.468,-5.1487775307999994,1051.052,61.904254,0.12,3.0,1.06924,0.34038534800000003,0.361521836,0.16,1076.0,34.24044000000001
3.0039999999999996,2.8000000000000003,21.651999999999997,0.4624,94.12,15.2572,0.08,45.2,11166.569857662813,-3.7288329604,5.81433496416,-1.1015,36.7058,4.3792,-5.127536253600001,1047.828,71.412654,0.12,3.0,1.08364,0.34038534800000003,0.361521836,0.16,1196.0,18.52284
5.016,2.7,22.616,0.4496,95.98,16.063599999999994,0.14,44.3,11167.471257567702,-3.4600006802000003,5.869680773759999,-1.2398,37.6182,4.3542000000000005,-4.848313817799999,1048.374,73.45047999999998,0.06,2.48,1.09794,0.33770604800000004,0.33770604800000004,0.16,1190.0,30.51664
4.948,2.72,22.18,0.4496,95.36,15.7048,0.12,44.3,11167.048176049819,-3.5190569280000004,5.845287346679998,-1.2102,37.6182,4.3484,-4.9099045725999995,1047.984,73.45047999999998,0.08,2.68,1.09136,0.33770604800000004,0.33770604800000004,0.16,1192.0,30.77604
4.8119999999999985,2.76,21.308000000000003,0.4496,94.12,14.9872,0.08,44.3,11166.20201301406,-3.637169423600001,5.79650049252,-1.151,37.6182,4.3368,-5.0330860822000005,1047.2040000000004,73.45047999999998,0.12,3.08,1.0782,0.33770604800000004,0.33770604800000004,0.16,1196.0,31.29484
4.744,2.78,20.872,0.4496,93.5,14.6284,0.06,44.3,11165.778931496177,-3.6962256714,5.77210706544,-1.1214,37.6182,4.331,-5.094676837,1046.8139999999999,73.45047999999998,0.14,3.28,1.07162,0.33770604800000004,0.33770604800000004,0.16,1198.0,31.554240000000004
4.15,2.28,23.438,0.4094,89.2,16.7834,0.16,44.9,11168.25431005447,-3.2703698176,5.93046352288,-1.3076,35.30159999999999,4.8806,-4.6772444593000015,1050.898,84.643613,0.22,2.16,1.11442,0.30315889999999995,0.27872481600000004,0.0,1458.0,19.751240000000006
4.026,2.3200000000000003,22.694000000000003,0.4094,87.96,16.165799999999994,0.12,44.9,11167.542610668164,-3.395086802,5.8893511484399985,-1.2319,35.30159999999999,4.8314,-4.8070337627,1050.442,84.643613,0.26,2.52,1.1035,0.303191104,0.27872481600000004,0.0,1462.0,20.15004
2.948,2.78,20.89,0.4624,92.8,14.6316,0.04,45.2,11165.841436665947,-3.7966230384,5.77182380086,-1.0255999999999998,36.7058,4.4034,-5.202542361200001,1046.92,71.412654,0.16,3.3200000000000003,1.07282,0.29949564,0.331216474,0.14,1202.0,19.13164
3.072,2.74,21.634,0.4624,94.04,15.249199999999998,0.08,45.2,11166.553136052256,-3.671906054,5.8129361753,-1.1013,36.7058,4.4526,-5.0727530578,1047.376,71.412654,0.12,2.96,1.08374,0.299463436,0.331216474,0.14,1198.0,18.732840000000003
4.7860000000000005,2.78,21.32,0.4506,93.5,14.9784,0.06,44.3,11166.249554269267,-3.719341382200001,5.79896774446,-1.06365,37.0378,4.1994,-5.117804115299999,1047.948,72.383174,0.14,3.14,1.07946,0.33781876200000005,0.33770604800000004,0.16,1198.0,31.134240000000005
2.6519999999999997,2.8999999999999995,21.648000000000003,0.4636,92.1,15.2184,0.1,44.3,11166.620702216762,-3.8312253522,5.811853289959999,-1.1642,36.7136,4.9304,-5.2240052693,1043.06,72.3641,0.0,2.92,1.08188,0.295492792,0.295492792,0.2,1352.0,18.69344
2.73,2.88,22.105999999999998,0.4636,93.28,15.6052,0.12,44.3,11167.048028452029,-3.7733193244,5.838476012299999,-1.1974,36.7136,4.906599999999999,-5.1633939486000004,1043.19,72.3641,0.0,2.76,1.08884,0.295492792,0.295492792,0.2,1350.0,18.498040000000003
2.8080000000000003,2.8599999999999994,22.564,0.4636,94.46,15.991999999999996,0.14,44.3,11167.475354687302,-3.7154132966,5.86509873464,-1.2306,36.7136,4.8828,-5.1027826279,1043.32,72.3641,0.0,2.6,1.0958,0.295492792,0.295492792,0.2,1348.0,18.30264
4.056,2.3600000000000003,21.522,0.458,85.8,15.1398,0.1,44.9,11166.461097094943,-3.5230943568000006,5.79826089164,-1.1279,37.2216,4.9292,-4.9338741998,1049.2160000000001,73.75151899999999,0.18,2.62,1.08356,0.345339952,0.320938072,0.02,1424.0,21.44744
3.922,2.42,21.534000000000002,0.458,86.50000000000001,15.145600000000002,0.1,44.9,11166.476727180672,-3.5492023126000003,5.79927146518,-1.1318,37.2216,4.881399999999998,-4.9579761041,1049.242,73.75151899999999,0.16,2.64,1.08332,0.353872464,0.33218190400000003,0.04,1398.0,21.051440000000003
3.654,2.54,21.558000000000003,0.458,87.9,15.1572,0.1,44.9,11166.507987352128,-3.601418224200001,5.801292612259999,-1.1396,37.2216,4.7858,-5.0061799126999995,1049.2939999999999,73.75151899999999,0.12,2.68,1.08284,0.370937488,0.35466956800000005,0.08,1346.0,20.259440000000005
3.386,2.66,21.581999999999997,0.458,89.3,15.1688,0.1,44.9,11166.539247523586,-3.6536341358,5.80331375934,-1.1474,37.2216,4.6902,-5.054383721300002,1049.346,73.75151899999999,0.08,2.72,1.08236,0.388002512,0.3771572320000001,0.12,1294.0,19.46744
3.1179999999999994,2.78,21.605999999999998,0.458,90.70000000000002,15.180400000000002,0.1,44.9,11166.570507695043,-3.7058500474,5.80533490642,-1.1552,37.2216,4.5946,-5.102587529900001,1049.398,73.75151899999999,0.04,2.76,1.08188,0.405067536,0.399644896,0.16,1242.0,18.67544
3.842,2.38,21.531999999999996,0.464,85.56000000000002,15.1354,0.1,44.9,11166.469803884864,-3.5347928848000008,5.797495946360001,-1.12745172414,37.8248,4.911199999999999,-4.9485758176068,1048.3780000000004,73.570128,0.18,2.64,1.08354,0.319498154,0.2787310184137932,0.02,1432.0,19.999840000000006
3.494,2.46,21.554,0.464,86.02000000000002,15.1368,0.1,44.9,11166.494140760513,-3.5725993686000006,5.79774157462,-1.13090344828,37.8248,4.8454,-4.987379339713599,1047.566,73.570128,0.16,2.68,1.08328,0.302188868,0.2477677968275862,0.04,1414.0,18.15624
2.798,2.62,21.598000000000003,0.464,86.94000000000003,15.139600000000002,0.1,44.9,11166.542814511811,-3.6482123362,5.79823283114,-1.1378068965600001,37.8248,4.7138,-5.0649863839272005,1045.942,73.570128,0.12,2.76,1.08276,0.26757029600000004,0.1858413536551724,0.08,1378.0,14.46904
2.102,2.78,21.642000000000003,0.464,87.86,15.142400000000002,0.1,44.9,11166.591488263113,-3.7238253038,5.79872408766,-1.14471034484,37.8248,4.5821999999999985,-5.142593428140801,1044.318,73.570128,0.08,2.84,1.0822399999999999,0.232951724,0.1239149104827586,0.12,1342.0,10.78184
1.406,2.9400000000000004,21.686,0.464,88.78000000000002,15.1452,0.1,44.9,11166.640162014412,-3.799438271400001,5.799215344179999,-1.1516137931200001,37.8248,4.4506,-5.2202004723544,1042.694,73.570128,0.04,2.92,1.08172,0.19833315199999998,0.0619884673103448,0.16,1306.0,7.094640000000001
